 00:00:00.000000 IP 192.168.0.66.56735 > yali.mythic-beasts.com.http: Flags [S], seq 1852594190, win 65535, options [mss 1460,nop,wscale 6,nop,nop,TS val 729676479 ecr 0,sackOK,eol], length 0
 00:00:00.041144 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [S.], seq 1658809771, ack 1852594191, win 28960, options [mss 1400,sackOK,TS val 2521817020 ecr 729676479,nop,wscale 7], length 0
 00:00:00.041193 IP 192.168.0.66.56735 > yali.mythic-beasts.com.http: Flags [.], ack 1, win 2060, options [nop,nop,TS val 729676520 ecr 2521817020], length 0
 00:00:00.227119 IP 192.168.0.66.56735 > yali.mythic-beasts.com.http: Flags [.], ack 109653, win 2004, options [nop,nop,TS val 729676699 ecr 2521817199], length 0
 00:00:00.227136 IP 192.168.0.66.56735 > yali.mythic-beasts.com.http: Flags [.], ack 112429, win 1961, options [nop,nop,TS val 729676699 ecr 2521817199], length 0
 00:00:00.227144 IP 192.168.0.66.56735 > yali.mythic-beasts.com.http: Flags [.], ack 115205, win 1917, options [nop,nop,TS val 729676699 ecr 2521817199], length 0
 00:00:00.227156 IP 192.168.0.66.56735 > yali.mythic-beasts.com.http: Flags [.], ack 117981, win 1874, options [nop,nop,TS val 729676699 ecr 2521817199], length 0
 00:00:00.227168 IP 192.168.0.66.56735 > yali.mythic-beasts.com.http: Flags [.], ack 120757, win 1831, options [nop,nop,TS val 729676699 ecr 2521817199], length 0
 00:00:00.227179 IP 192.168.0.66.56735 > yali.mythic-beasts.com.http: Flags [.], ack 123533, win 1787, options [nop,nop,TS val 729676699 ecr 2521817199], length 0
 00:00:00.227194 IP 192.168.0.66.56735 > yali.mythic-beasts.com.http: Flags [.], ack 126309, win 1744, options [nop,nop,TS val 729676699 ecr 2521817199], length 0
 00:00:00.227282 IP 192.168.0.66.56735 > yali.mythic-beasts.com.http: Flags [.], ack 126309, win 2000, options [nop,nop,TS val 729676699 ecr 2521817199], length 0
 00:00:00.227465 IP 192.168.0.66.56735 > yali.mythic-beasts.com.http: Flags [.], ack 126309, win 2048, options [nop,nop,TS val 729676699 ecr 2521817199], length 0
 00:00:00.234502 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 126309:127697, ack 122, win 227, options [nop,nop,TS val 2521817199 ecr 729676656], length 1388: HTTP
 00:00:00.234506 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 127697:129085, ack 122, win 227, options [nop,nop,TS val 2521817199 ecr 729676656], length 1388: HTTP
 00:00:00.234508 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 129085:130473, ack 122, win 227, options [nop,nop,TS val 2521817199 ecr 729676656], length 1388: HTTP
 00:00:00.234511 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 130473:131861, ack 122, win 227, options [nop,nop,TS val 2521817199 ecr 729676656], length 1388: HTTP
 00:00:00.234513 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 131861:133249, ack 122, win 227, options [nop,nop,TS val 2521817199 ecr 729676656], length 1388: HTTP
 00:00:00.234515 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 133249:134637, ack 122, win 227, options [nop,nop,TS val 2521817199 ecr 729676656], length 1388: HTTP
 00:00:00.234517 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 134637:136025, ack 122, win 227, options [nop,nop,TS val 2521817199 ecr 729676656], length 1388: HTTP
 00:00:00.234519 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 136025:137413, ack 122, win 227, options [nop,nop,TS val 2521817199 ecr 729676656], length 1388: HTTP
 00:00:00.234522 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 137413:138801, ack 122, win 227, options [nop,nop,TS val 2521817199 ecr 729676656], length 1388: HTTP
 00:00:00.234524 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 138801:140189, ack 122, win 227, options [nop,nop,TS val 2521817199 ecr 729676656], length 1388: HTTP
 00:00:00.234527 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 140189:141577, ack 122, win 227, options [nop,nop,TS val 2521817199 ecr 729676656], length 1388: HTTP
 00:00:00.234529 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 141577:142965, ack 122, win 227, options [nop,nop,TS val 2521817199 ecr 729676656], length 1388: HTTP
 00:00:00.234531 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [P.], seq 142965:144353, ack 122, win 227, options [nop,nop,TS val 2521817199 ecr 729676656], length 1388: HTTP
 00:00:00.234534 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 144353:145741, ack 122, win 227, options [nop,nop,TS val 2521817199 ecr 729676656], length 1388: HTTP
 00:00:00.234536 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 145741:147129, ack 122, win 227, options [nop,nop,TS val 2521817199 ecr 729676656], length 1388: HTTP
 00:00:00.234539 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 147129:148517, ack 122, win 227, options [nop,nop,TS val 2521817199 ecr 729676656], length 1388: HTTP
 00:00:00.234541 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 148517:149905, ack 122, win 227, options [nop,nop,TS val 2521817199 ecr 729676656], length 1388: HTTP
 00:00:00.234543 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 149905:151293, ack 122, win 227, options [nop,nop,TS val 2521817199 ecr 729676656], length 1388: HTTP
 00:00:00.234546 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 151293:152681, ack 122, win 227, options [nop,nop,TS val 2521817199 ecr 729676656], length 1388: HTTP
 00:00:00.234548 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 152681:154069, ack 122, win 227, options [nop,nop,TS val 2521817199 ecr 729676656], length 1388: HTTP
 00:00:00.234551 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 154069:155457, ack 122, win 227, options [nop,nop,TS val 2521817199 ecr 729676656], length 1388: HTTP
 00:00:00.234553 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 155457:156845, ack 122, win 227, options [nop,nop,TS val 2521817199 ecr 729676656], length 1388: HTTP
 00:00:00.234555 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 156845:158233, ack 122, win 227, options [nop,nop,TS val 2521817199 ecr 729676656], length 1388: HTTP
 00:00:00.234558 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 158233:159621, ack 122, win 227, options [nop,nop,TS val 2521817199 ecr 729676656], length 1388: HTTP
 00:00:00.234560 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 159621:161009, ack 122, win 227, options [nop,nop,TS val 2521817199 ecr 729676656], length 1388: HTTP
 00:00:00.234563 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 161009:162397, ack 122, win 227, options [nop,nop,TS val 2521817199 ecr 729676656], length 1388: HTTP
 00:00:00.234566 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 162397:163785, ack 122, win 227, options [nop,nop,TS val 2521817199 ecr 729676656], length 1388: HTTP
 00:00:00.234568 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 163785:165173, ack 122, win 227, options [nop,nop,TS val 2521817199 ecr 729676657], length 1388: HTTP
 00:00:00.234571 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 165173:166561, ack 122, win 227, options [nop,nop,TS val 2521817199 ecr 729676657], length 1388: HTTP
 00:00:00.234574 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 166561:167949, ack 122, win 227, options [nop,nop,TS val 2521817199 ecr 729676657], length 1388: HTTP
 00:00:00.234577 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 167949:169337, ack 122, win 227, options [nop,nop,TS val 2521817199 ecr 729676657], length 1388: HTTP
 00:00:00.234579 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 169337:170725, ack 122, win 227, options [nop,nop,TS val 2521817199 ecr 729676657], length 1388: HTTP
 00:00:00.234581 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 170725:172113, ack 122, win 227, options [nop,nop,TS val 2521817199 ecr 729676657], length 1388: HTTP
 00:00:00.234584 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 172113:173501, ack 122, win 227, options [nop,nop,TS val 2521817199 ecr 729676657], length 1388: HTTP
 00:00:00.234586 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 173501:174889, ack 122, win 227, options [nop,nop,TS val 2521817200 ecr 729676657], length 1388: HTTP
 00:00:00.234589 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 174889:176277, ack 122, win 227, options [nop,nop,TS val 2521817200 ecr 729676657], length 1388: HTTP
 00:00:00.234649 IP 192.168.0.66.56735 > yali.mythic-beasts.com.http: Flags [.], ack 129085, win 2004, options [nop,nop,TS val 729676706 ecr 2521817199], length 0
 00:00:00.234666 IP 192.168.0.66.56735 > yali.mythic-beasts.com.http: Flags [.], ack 131861, win 1961, options [nop,nop,TS val 729676706 ecr 2521817199], length 0
 00:00:00.234676 IP 192.168.0.66.56735 > yali.mythic-beasts.com.http: Flags [.], ack 134637, win 1917, options [nop,nop,TS val 729676706 ecr 2521817199], length 0
 00:00:00.234688 IP 192.168.0.66.56735 > yali.mythic-beasts.com.http: Flags [.], ack 137413, win 1874, options [nop,nop,TS val 729676706 ecr 2521817199], length 0
 00:00:00.234698 IP 192.168.0.66.56735 > yali.mythic-beasts.com.http: Flags [.], ack 140189, win 1831, options [nop,nop,TS val 729676706 ecr 2521817199], length 0
 00:00:00.234709 IP 192.168.0.66.56735 > yali.mythic-beasts.com.http: Flags [.], ack 142965, win 1787, options [nop,nop,TS val 729676706 ecr 2521817199], length 0
 00:00:00.234719 IP 192.168.0.66.56735 > yali.mythic-beasts.com.http: Flags [.], ack 144353, win 1766, options [nop,nop,TS val 729676706 ecr 2521817199], length 0
 00:00:00.234736 IP 192.168.0.66.56735 > yali.mythic-beasts.com.http: Flags [.], ack 147129, win 1722, options [nop,nop,TS val 729676706 ecr 2521817199], length 0
 00:00:00.234753 IP 192.168.0.66.56735 > yali.mythic-beasts.com.http: Flags [.], ack 149905, win 1679, options [nop,nop,TS val 729676706 ecr 2521817199], length 0
 00:00:00.234768 IP 192.168.0.66.56735 > yali.mythic-beasts.com.http: Flags [.], ack 152681, win 1635, options [nop,nop,TS val 729676706 ecr 2521817199], length 0
 00:00:00.234783 IP 192.168.0.66.56735 > yali.mythic-beasts.com.http: Flags [.], ack 155457, win 1592, options [nop,nop,TS val 729676706 ecr 2521817199], length 0
 00:00:00.234814 IP 192.168.0.66.56735 > yali.mythic-beasts.com.http: Flags [.], ack 158233, win 1549, options [nop,nop,TS val 729676706 ecr 2521817199], length 0
 00:00:00.234841 IP 192.168.0.66.56735 > yali.mythic-beasts.com.http: Flags [.], ack 159621, win 1783, options [nop,nop,TS val 729676706 ecr 2521817199], length 0
 00:00:00.234858 IP 192.168.0.66.56735 > yali.mythic-beasts.com.http: Flags [.], ack 162397, win 1740, options [nop,nop,TS val 729676706 ecr 2521817199], length 0
 00:00:00.234862 IP 192.168.0.66.56735 > yali.mythic-beasts.com.http: Flags [.], ack 163785, win 1718, options [nop,nop,TS val 729676706 ecr 2521817199], length 0
 00:00:00.234865 IP 192.168.0.66.56735 > yali.mythic-beasts.com.http: Flags [.], ack 165173, win 1696, options [nop,nop,TS val 729676706 ecr 2521817199], length 0
 00:00:00.234880 IP 192.168.0.66.56735 > yali.mythic-beasts.com.http: Flags [.], ack 167949, win 1653, options [nop,nop,TS val 729676706 ecr 2521817199], length 0
 00:00:00.234885 IP 192.168.0.66.56735 > yali.mythic-beasts.com.http: Flags [.], ack 169337, win 1631, options [nop,nop,TS val 729676706 ecr 2521817199], length 0
 00:00:00.234886 IP 192.168.0.66.56735 > yali.mythic-beasts.com.http: Flags [.], ack 170725, win 1610, options [nop,nop,TS val 729676706 ecr 2521817199], length 0
 00:00:00.234898 IP 192.168.0.66.56735 > yali.mythic-beasts.com.http: Flags [.], ack 173501, win 1566, options [nop,nop,TS val 729676706 ecr 2521817199], length 0
 00:00:00.234900 IP 192.168.0.66.56735 > yali.mythic-beasts.com.http: Flags [.], ack 174889, win 1544, options [nop,nop,TS val 729676706 ecr 2521817200], length 0
 00:00:00.234902 IP 192.168.0.66.56735 > yali.mythic-beasts.com.http: Flags [.], ack 176277, win 1523, options [nop,nop,TS val 729676706 ecr 2521817200], length 0
 00:00:00.235138 IP 192.168.0.66.56735 > yali.mythic-beasts.com.http: Flags [.], ack 176277, win 1779, options [nop,nop,TS val 729676706 ecr 2521817200], length 0
 00:00:00.235274 IP 192.168.0.66.56735 > yali.mythic-beasts.com.http: Flags [.], ack 176277, win 2035, options [nop,nop,TS val 729676706 ecr 2521817200], length 0
 00:00:00.255282 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 176277:177665, ack 122, win 227, options [nop,nop,TS val 2521817233 ecr 729676657], length 1388: HTTP
 00:00:00.257940 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 177665:179053, ack 122, win 227, options [nop,nop,TS val 2521817236 ecr 729676693], length 1388: HTTP
 00:00:00.257991 IP 192.168.0.66.56735 > yali.mythic-beasts.com.http: Flags [.], ack 179053, win 2438, options [nop,nop,TS val 729676728 ecr 2521817233], length 0
 00:00:00.259180 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 179053:180441, ack 122, win 227, options [nop,nop,TS val 2521817236 ecr 729676693], length 1388: HTTP
 00:00:00.259184 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 180441:181829, ack 122, win 227, options [nop,nop,TS val 2521817237 ecr 729676694], length 1388: HTTP
 00:00:00.259186 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 181829:183217, ack 122, win 227, options [nop,nop,TS val 2521817237 ecr 729676694], length 1388: HTTP
 00:00:00.259188 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 183217:184605, ack 122, win 227, options [nop,nop,TS val 2521817237 ecr 729676694], length 1388: HTTP
 00:00:00.259259 IP 192.168.0.66.56735 > yali.mythic-beasts.com.http: Flags [.], ack 181829, win 2416, options [nop,nop,TS val 729676729 ecr 2521817236], length 0
 00:00:00.259285 IP 192.168.0.66.56735 > yali.mythic-beasts.com.http: Flags [.], ack 184605, win 2373, options [nop,nop,TS val 729676729 ecr 2521817237], length 0
 00:00:00.259359 IP 192.168.0.66.56735 > yali.mythic-beasts.com.http: Flags [.], ack 184605, win 2460, options [nop,nop,TS val 729676729 ecr 2521817237], length 0
 00:00:00.262444 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 184605:185993, ack 122, win 227, options [nop,nop,TS val 2521817237 ecr 729676694], length 1388: HTTP
 00:00:00.262449 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 185993:187381, ack 122, win 227, options [nop,nop,TS val 2521817237 ecr 729676694], length 1388: HTTP
 00:00:00.262450 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 187381:188769, ack 122, win 227, options [nop,nop,TS val 2521817237 ecr 729676694], length 1388: HTTP
 00:00:00.262502 IP 192.168.0.66.56735 > yali.mythic-beasts.com.http: Flags [.], ack 187381, win 2416, options [nop,nop,TS val 729676732 ecr 2521817237], length 0
 00:00:00.262641 IP 192.168.0.66.56735 > yali.mythic-beasts.com.http: Flags [.], ack 188769, win 2460, options [nop,nop,TS val 729676732 ecr 2521817237], length 0
 00:00:00.265203 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 188769:190157, ack 122, win 227, options [nop,nop,TS val 2521817243 ecr 729676699], length 1388: HTTP
 00:00:00.269844 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 190157:191545, ack 122, win 227, options [nop,nop,TS val 2521817243 ecr 729676699], length 1388: HTTP
 00:00:00.269848 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 191545:192933, ack 122, win 227, options [nop,nop,TS val 2521817243 ecr 729676699], length 1388: HTTP
 00:00:00.269851 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 192933:194321, ack 122, win 227, options [nop,nop,TS val 2521817243 ecr 729676699], length 1388: HTTP
 00:00:00.269853 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 194321:195709, ack 122, win 227, options [nop,nop,TS val 2521817243 ecr 729676699], length 1388: HTTP
 00:00:00.269855 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 195709:197097, ack 122, win 227, options [nop,nop,TS val 2521817243 ecr 729676699], length 1388: HTTP
 00:00:00.269858 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 197097:198485, ack 122, win 227, options [nop,nop,TS val 2521817243 ecr 729676699], length 1388: HTTP
 00:00:00.269860 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 198485:199873, ack 122, win 227, options [nop,nop,TS val 2521817243 ecr 729676699], length 1388: HTTP
 00:00:00.269862 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 199873:201261, ack 122, win 227, options [nop,nop,TS val 2521817243 ecr 729676699], length 1388: HTTP
 00:00:00.269864 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 201261:202649, ack 122, win 227, options [nop,nop,TS val 2521817243 ecr 729676699], length 1388: HTTP
 00:00:00.269866 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 202649:204037, ack 122, win 227, options [nop,nop,TS val 2521817243 ecr 729676699], length 1388: HTTP
 00:00:00.269869 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 204037:205425, ack 122, win 227, options [nop,nop,TS val 2521817243 ecr 729676699], length 1388: HTTP
 00:00:00.269871 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 205425:206813, ack 122, win 227, options [nop,nop,TS val 2521817243 ecr 729676699], length 1388: HTTP
 00:00:00.269874 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 206813:208201, ack 122, win 227, options [nop,nop,TS val 2521817243 ecr 729676699], length 1388: HTTP
 00:00:00.269927 IP 192.168.0.66.56735 > yali.mythic-beasts.com.http: Flags [.], ack 191545, win 2438, options [nop,nop,TS val 729676738 ecr 2521817243], length 0
 00:00:00.269945 IP 192.168.0.66.56735 > yali.mythic-beasts.com.http: Flags [.], ack 194321, win 2395, options [nop,nop,TS val 729676738 ecr 2521817243], length 0
 00:00:00.269955 IP 192.168.0.66.56735 > yali.mythic-beasts.com.http: Flags [.], ack 197097, win 2351, options [nop,nop,TS val 729676738 ecr 2521817243], length 0
 00:00:00.269964 IP 192.168.0.66.56735 > yali.mythic-beasts.com.http: Flags [.], ack 199873, win 2308, options [nop,nop,TS val 729676738 ecr 2521817243], length 0
 00:00:00.269980 IP 192.168.0.66.56735 > yali.mythic-beasts.com.http: Flags [.], ack 202649, win 2264, options [nop,nop,TS val 729676738 ecr 2521817243], length 0
 00:00:00.269989 IP 192.168.0.66.56735 > yali.mythic-beasts.com.http: Flags [.], ack 205425, win 2221, options [nop,nop,TS val 729676738 ecr 2521817243], length 0
 00:00:00.270002 IP 192.168.0.66.56735 > yali.mythic-beasts.com.http: Flags [.], ack 208201, win 2178, options [nop,nop,TS val 729676738 ecr 2521817243], length 0
 00:00:00.270105 IP 192.168.0.66.56735 > yali.mythic-beasts.com.http: Flags [.], ack 208201, win 2434, options [nop,nop,TS val 729676738 ecr 2521817243], length 0
 00:00:00.273730 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 208201:209589, ack 122, win 227, options [nop,nop,TS val 2521817251 ecr 729676706], length 1388: HTTP
 00:00:00.273861 IP 192.168.0.66.56735 > yali.mythic-beasts.com.http: Flags [.], ack 209589, win 2460, options [nop,nop,TS val 729676741 ecr 2521817251], length 0
 00:00:00.275192 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 209589:210977, ack 122, win 227, options [nop,nop,TS val 2521817251 ecr 729676706], length 1388: HTTP
 00:00:00.275195 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 210977:212365, ack 122, win 227, options [nop,nop,TS val 2521817251 ecr 729676706], length 1388: HTTP
 00:00:00.275198 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 212365:213753, ack 122, win 227, options [nop,nop,TS val 2521817251 ecr 729676706], length 1388: HTTP
 00:00:00.275250 IP 192.168.0.66.56735 > yali.mythic-beasts.com.http: Flags [.], ack 212365, win 2416, options [nop,nop,TS val 729676742 ecr 2521817251], length 0
